ID,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,DAYS_BIRTH,DAYS_EMPLOYED,FLAG_MOBIL,FLAG_WORK_PHONE,FLAG_PHONE,FLAG_EMAIL,OCCUPATION_TYPE,CNT_FAM_MEMBERS
6126354,F,N,Y,0,270000,Working,Secondary / secondary special,Separated,House / apartment,-17903,-2112,1,0,0,0,Sales staff,1
6127746,F,N,Y,0,157500,Working,Secondary / secondary special,Married,House / apartment,-18347,-1142,1,0,0,0,Laborers,2
6132264,F,N,Y,0,135000,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-20082,-4980,1,0,0,0,Accountants,1
6132653,F,N,Y,0,337500,Working,Higher education,Married,House / apartment,-19374,-147,1,0,1,0,,2
6132822,F,N,Y,0,247500,Pensioner,Secondary / secondary special,Widow,House / apartment,-23150,365243,1,0,0,0,,1
6132826,F,N,Y,0,247500,Pensioner,Secondary / secondary special,Widow,House / apartment,-23150,365243,1,0,0,0,,1
6132980,F,N,Y,0,119250,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-22576,365243,1,0,0,0,,1
6133090,M,Y,Y,0,126000,Commercial associate,Incomplete higher,Married,House / apartment,-17159,-697,1,0,0,0,,2
6133260,F,Y,Y,2,202500,Commercial associate,Secondary / secondary special,Married,With parents,-11479,-4166,1,0,0,0,Core staff,4
6133320,F,N,Y,1,360000,Working,Higher education,Married,House / apartment,-10655,-2309,1,0,0,0,,3
6133386,F,Y,Y,2,157500,Working,Higher education,Married,House / apartment,-13943,-2523,1,0,0,0,Accountants,4
6133531,F,N,Y,0,135000,State servant,Secondary / secondary special,Married,House / apartment,-20019,-452,1,1,1,0,Accountants,2
6134205,F,N,Y,0,67500,Pensioner,Secondary / secondary special,Separated,House / apartment,-22543,365243,1,0,1,0,,1
6137215,M,Y,N,0,99000,Working,Secondary / secondary special,Married,House / apartment,-12299,-279,1,0,0,0,,2
6137217,M,Y,N,0,99000,Working,Secondary / secondary special,Married,House / apartment,-12299,-279,1,0,0,0,,2
6137362,M,N,N,0,112500,Working,Secondary / secondary special,Single / not married,House / apartment,-9961,-430,1,0,0,0,Laborers,1
6137499,F,N,N,2,112500,Working,Secondary / secondary special,Married,House / apartment,-13794,-4509,1,1,0,0,,4
6137664,M,N,N,0,45000,Working,Secondary / secondary special,Widow,House / apartment,-9592,-1014,1,0,1,0,Drivers,1
6138019,M,Y,N,0,135000,State servant,Higher education,Separated,House / apartment,-20289,-2109,1,0,0,0,Laborers,1
6138023,M,Y,N,0,135000,State servant,Higher education,Separated,House / apartment,-20289,-2109,1,0,0,0,Laborers,1
6138086,F,N,Y,0,67500,Pensioner,Secondary / secondary special,Married,House / apartment,-19920,365243,1,0,0,0,,2
6138087,F,N,Y,0,67500,Pensioner,Secondary / secondary special,Married,House / apartment,-19920,365243,1,0,0,0,,2
6138095,F,N,N,0,49500,Working,Secondary / secondary special,Married,House / apartment,-18545,-11547,1,1,0,0,Laborers,2
6138844,F,N,Y,0,225000,Pensioner,Higher education,Single / not married,House / apartment,-21019,365243,1,0,0,1,,1
6138945,F,N,N,0,112500,Working,Secondary / secondary special,Single / not married,House / apartment,-18598,-5852,1,0,0,0,High skill tech staff,1
6138947,F,N,N,0,112500,Working,Secondary / secondary special,Single / not married,House / apartment,-18598,-5852,1,0,0,0,High skill tech staff,1
6138948,F,N,N,0,112500,Working,Secondary / secondary special,Single / not married,House / apartment,-18598,-5852,1,0,0,0,High skill tech staff,1
6139261,M,N,N,0,225000,Pensioner,Secondary / secondary special,Married,House / apartment,-20276,365243,1,0,0,0,,2
6139321,F,Y,N,1,67500,Working,Secondary / secondary special,Married,With parents,-9890,-1985,1,0,0,0,Sales staff,3
6139677,M,Y,Y,0,157500,Working,Secondary / secondary special,Married,House / apartment,-17497,-373,1,0,0,0,Laborers,2
6140945,F,N,Y,0,202500,Commercial associate,Secondary / secondary special,Widow,House / apartment,-16710,-484,1,1,1,0,Laborers,1
6141239,F,Y,Y,0,202500,Commercial associate,Higher education,Civil marriage,House / apartment,-9326,-1717,1,0,0,1,Laborers,2
6143526,M,N,Y,0,180000,Commercial associate,Higher education,Married,House / apartment,-12211,-3738,1,0,0,0,,2
6143527,M,N,Y,0,180000,Commercial associate,Higher education,Married,House / apartment,-12211,-3738,1,0,0,0,,2
6143534,M,N,N,0,225000,Working,Secondary / secondary special,Married,House / apartment,-18513,-5207,1,1,1,1,Drivers,2
6143580,M,Y,N,1,202500,Commercial associate,Higher education,Married,House / apartment,-10622,-125,1,0,0,0,High skill tech staff,3
6143634,M,Y,N,0,360000,Working,Secondary / secondary special,Single / not married,House / apartment,-18012,-1472,1,0,0,0,Drivers,2
6143662,M,N,N,0,180000,Commercial associate,Higher education,Married,House / apartment,-21099,-612,1,1,0,0,High skill tech staff,2
6143663,M,N,N,0,180000,Commercial associate,Higher education,Single / not married,House / apartment,-21099,-612,1,1,0,0,High skill tech staff,2
6144114,F,Y,Y,1,144000,Working,Secondary / secondary special,Married,House / apartment,-19646,-4166,1,0,0,0,Accountants,3
6144305,F,Y,Y,2,324000,Working,Secondary / secondary special,Separated,House / apartment,-14058,-1563,1,1,0,0,Managers,3
6144480,F,Y,Y,3,90000,Working,Secondary / secondary special,Married,With parents,-13120,-1920,1,0,0,0,Cooking staff,5
6144625,F,N,N,0,90000,Working,Higher education,Separated,House / apartment,-15262,-5303,1,0,1,0,Accountants,1
6147560,F,N,Y,0,135000,Working,Secondary / secondary special,Single / not married,House / apartment,-16873,-714,1,0,0,0,,1
6147563,M,N,Y,2,225000,Working,Secondary / secondary special,Married,House / apartment,-13270,-5675,1,0,0,0,Laborers,4
6147588,F,N,Y,0,117000,Commercial associate,Secondary / secondary special,Married,House / apartment,-17708,-3514,1,0,0,0,Cleaning staff,2
6148006,F,N,Y,0,121500,Working,Higher education,Married,House / apartment,-19892,-12240,1,1,1,0,Core staff,2
6148234,F,Y,Y,0,135000,Commercial associate,Incomplete higher,Widow,House / apartment,-16326,-1130,1,1,1,0,Laborers,1
6152061,F,N,Y,0,112500,Working,Secondary / secondary special,Single / not married,House / apartment,-14781,-1077,1,0,0,0,High skill tech staff,1
6152534,M,N,N,1,315000,Working,Secondary / secondary special,Single / not married,With parents,-11536,-801,1,0,0,0,Drivers,2
6152695,F,N,Y,1,135000,Working,Secondary / secondary special,Married,House / apartment,-13858,-1290,1,0,0,1,Sales staff,3
6152698,F,N,Y,1,135000,Working,Secondary / secondary special,Married,House / apartment,-13858,-1290,1,0,0,1,Sales staff,3
6152846,M,Y,N,0,427500,Pensioner,Higher education,Married,House / apartment,-13504,-2806,1,1,1,0,Sales staff,2
6153818,F,N,Y,0,180000,Pensioner,Secondary / secondary special,Married,House / apartment,-21648,365243,1,0,1,0,,2
6153819,F,N,Y,0,180000,Pensioner,Secondary / secondary special,Married,House / apartment,-21648,365243,1,0,1,0,,2
6153824,F,N,Y,0,90000,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-20823,365243,1,0,0,0,,1
6153990,F,N,Y,0,292500,Working,Secondary / secondary special,Civil marriage,House / apartment,-13810,-810,1,0,0,0,Laborers,2
6153992,F,N,Y,0,292500,Working,Secondary / secondary special,Civil marriage,House / apartment,-13810,-810,1,0,0,0,Laborers,2
6153998,M,Y,Y,0,270000,Pensioner,Secondary / secondary special,Married,Municipal apartment,-21780,-1755,1,0,0,1,Core staff,2
6154000,M,Y,Y,0,270000,Commercial associate,Secondary / secondary special,Married,Municipal apartment,-21780,-1755,1,0,0,1,Core staff,2
6154002,M,Y,Y,0,270000,Commercial associate,Secondary / secondary special,Married,Municipal apartment,-21780,-1755,1,0,0,1,Core staff,2
6154112,M,Y,N,1,283500,Pensioner,Secondary / secondary special,Married,Office apartment,-13087,-2209,1,0,0,0,Laborers,3
6154115,M,Y,N,1,283500,State servant,Secondary / secondary special,Married,Office apartment,-13087,-2209,1,0,0,0,Laborers,3
6154179,M,Y,Y,1,387000,Working,Higher education,Single / not married,House / apartment,-15884,-1176,1,0,0,0,Laborers,2
6154180,M,Y,Y,1,387000,Working,Higher education,Single / not married,House / apartment,-15884,-1176,1,0,0,0,Laborers,2
6154209,M,N,Y,1,315000,Working,Higher education,Married,Office apartment,-18915,-993,1,1,1,0,Drivers,3
6154298,M,N,N,2,144000,Working,Higher education,Married,House / apartment,-11676,-2377,1,0,0,0,Laborers,4
6154340,F,N,Y,0,81000,Commercial associate,Secondary / secondary special,Married,House / apartment,-17926,-399,1,0,0,0,Cooking staff,2
6154540,F,N,N,0,112500,Working,Higher education,Married,House / apartment,-17417,-2894,1,0,0,0,Core staff,2
6154638,M,Y,N,0,157500,Working,Secondary / secondary special,Civil marriage,With parents,-10441,-2863,1,0,0,0,Core staff,2
6154796,F,Y,N,0,157500,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-23823,365243,1,0,0,0,,1
6155290,M,N,N,0,135000,Pensioner,Secondary / secondary special,Married,House / apartment,-20540,-2903,1,1,0,0,Laborers,2
6155296,M,Y,N,0,126000,Pensioner,Secondary / secondary special,Married,House / apartment,-22331,365243,1,0,0,0,,2
6158733,F,N,N,1,112500,Working,Secondary / secondary special,Single / not married,House / apartment,-9637,-241,1,0,0,0,Sales staff,2
6158887,M,Y,N,0,121500,State servant,Secondary / secondary special,Married,House / apartment,-22783,-1307,1,0,1,0,Laborers,2
6161301,M,N,Y,0,162000,Working,Secondary / secondary special,Married,House / apartment,-9223,-2535,1,0,0,1,Laborers,2
6161390,M,N,N,0,270000,Commercial associate,Incomplete higher,Married,House / apartment,-16119,-464,1,0,1,1,Managers,2
6161614,F,N,Y,1,90000,Working,Higher education,Separated,House / apartment,-17206,-829,1,0,1,0,,2
6161616,F,N,Y,1,90000,Working,Higher education,Separated,House / apartment,-17206,-829,1,0,1,0,,2
6161805,F,Y,Y,1,157500,Working,Secondary / secondary special,Married,House / apartment,-9968,-2767,1,0,0,0,Laborers,3
6162248,F,Y,Y,0,162000,Working,Secondary / secondary special,Civil marriage,House / apartment,-15348,-2371,1,1,0,0,Laborers,2
6162353,M,N,Y,0,121500,Working,Secondary / secondary special,Married,House / apartment,-18836,-1093,1,0,0,0,Medicine staff,2
6162356,F,N,Y,0,121500,Working,Secondary / secondary special,Married,House / apartment,-18836,-1093,1,0,0,0,Medicine staff,2
6162359,F,N,Y,0,121500,Working,Secondary / secondary special,Single / not married,House / apartment,-18836,-1093,1,0,0,0,Medicine staff,2
6162457,F,N,Y,1,157500,Working,Higher education,Civil marriage,House / apartment,-12209,-2098,1,0,0,1,Accountants,3
6162554,F,Y,Y,3,112500,Working,Higher education,Married,House / apartment,-12852,-1459,1,0,0,0,Laborers,5
6162607,M,Y,Y,0,292500,Working,Secondary / secondary special,Married,House / apartment,-16269,-3709,1,0,0,0,Laborers,2
6162761,M,Y,Y,0,270000,Commercial associate,Higher education,Single / not married,Municipal apartment,-13733,-5751,1,0,0,0,Core staff,2
6162809,F,N,Y,0,157500,Working,Higher education,Married,House / apartment,-13311,-879,1,0,0,0,Managers,2
6162906,F,N,Y,0,270000,Working,Secondary / secondary special,Single / not married,House / apartment,-12422,-3300,1,0,0,0,Core staff,1
6163008,F,N,N,1,112500,Working,Higher education,Civil marriage,With parents,-10767,-772,1,1,1,0,Core staff,3
6163077,M,Y,Y,2,180000,Commercial associate,Secondary / secondary special,Married,House / apartment,-12555,-226,1,0,0,0,Laborers,4
6163237,F,N,Y,2,292500,Commercial associate,Secondary / secondary special,Widow,House / apartment,-15674,-956,1,0,0,0,High skill tech staff,1
6163497,F,Y,N,2,157500,Working,Incomplete higher,Married,House / apartment,-10549,-584,1,0,0,0,Sales staff,4
6172218,M,Y,N,0,180000,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-15511,-673,1,0,0,0,Managers,2
6172345,M,Y,N,0,360000,Working,Secondary / secondary special,Married,House / apartment,-17663,-7919,1,1,1,1,,2
6172871,M,N,N,0,180000,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-10215,-1100,1,0,0,0,Laborers,1
6172885,F,N,N,0,135000,Working,Secondary / secondary special,Married,House / apartment,-12655,-1404,1,0,1,0,Laborers,2
6172888,F,N,N,0,135000,Working,Secondary / secondary special,Married,House / apartment,-12655,-1404,1,0,1,0,Laborers,2
6173035,F,N,N,0,270000,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-22467,365243,1,0,0,0,,1
6173037,F,N,N,0,270000,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-22467,365243,1,0,0,0,,1
6173038,F,N,N,0,270000,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-22467,365243,1,0,0,0,,1
6173567,M,N,N,0,135000,Working,Secondary / secondary special,Civil marriage,House / apartment,-10699,-400,1,1,1,0,Drivers,2
6184574,M,Y,N,0,270000,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,-22369,365243,1,0,1,0,,2
6184577,M,Y,N,0,270000,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,-22369,365243,1,0,1,0,,2
6184580,F,N,Y,1,126000,Working,Secondary / secondary special,Single / not married,House / apartment,-12129,-217,1,0,0,0,Laborers,3
6184584,F,N,Y,1,126000,Working,Secondary / secondary special,Married,House / apartment,-12129,-217,1,0,0,0,Laborers,3
6184586,F,N,Y,1,126000,Working,Secondary / secondary special,Married,House / apartment,-12129,-217,1,0,0,0,Laborers,3
6184663,M,Y,Y,1,202500,Working,Secondary / secondary special,Married,House / apartment,-16627,-2194,1,0,0,0,Drivers,3
6184834,F,N,Y,1,382500,Pensioner,Secondary / secondary special,Widow,House / apartment,-23168,365243,1,0,0,0,,2
6184838,M,N,Y,1,382500,Pensioner,Secondary / secondary special,Widow,House / apartment,-23168,365243,1,0,0,0,,2
6184957,F,Y,Y,0,166500,Working,Secondary / secondary special,Married,House / apartment,-21777,-1555,1,0,1,1,Managers,2
6185082,F,Y,Y,2,180000,Commercial associate,Higher education,Married,House / apartment,-12548,-4873,1,0,0,0,Accountants,4
6185126,M,Y,Y,0,180000,Working,Secondary / secondary special,Separated,House / apartment,-16187,-2986,1,0,0,0,Drivers,1
6186144,F,N,Y,1,148500,Working,Secondary / secondary special,Married,House / apartment,-14145,-935,1,0,0,0,High skill tech staff,3
6186182,F,N,Y,1,270000,State servant,Higher education,Single / not married,House / apartment,-15291,-7753,1,0,0,0,Laborers,3
6186292,F,Y,Y,1,225000,Commercial associate,Secondary / secondary special,Married,House / apartment,-15824,-3888,1,0,0,0,Managers,3
6186438,F,Y,Y,0,382500,Working,Secondary / secondary special,Widow,House / apartment,-13446,-2732,1,0,1,0,,1
6186439,F,Y,Y,0,382500,Working,Secondary / secondary special,Widow,House / apartment,-13446,-2732,1,0,1,0,,1
6186440,F,Y,Y,0,382500,Working,Secondary / secondary special,Widow,House / apartment,-13446,-2732,1,0,1,0,,1
6189254,F,N,N,1,81000,Working,Secondary / secondary special,Married,With parents,-12707,-5045,1,0,0,0,,3
6189594,M,Y,Y,0,153000,Pensioner,Secondary / secondary special,Married,House / apartment,-21732,365243,1,0,0,0,,2
6189682,M,Y,Y,0,180000,Working,Secondary / secondary special,Civil marriage,House / apartment,-15984,-1058,1,0,0,0,Laborers,2
6189782,F,N,Y,0,157500,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-20074,365243,1,0,0,0,,1
6189891,M,Y,N,0,202500,Working,Secondary / secondary special,Married,House / apartment,-14059,-867,1,1,0,0,Drivers,2
6189893,M,Y,N,0,202500,Working,Secondary / secondary special,Married,House / apartment,-14059,-867,1,1,0,0,Drivers,2
6191956,F,Y,Y,2,315000,Working,Higher education,Married,House / apartment,-14864,-3311,1,1,1,0,Managers,4
6192075,M,Y,Y,0,184500,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-9646,-3099,1,1,0,0,Drivers,2
6192076,M,Y,Y,0,184500,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-9646,-3099,1,1,0,0,Drivers,2
6192077,M,Y,N,0,184500,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,-9646,-3099,1,1,0,0,Drivers,2
6192080,M,Y,Y,0,184500,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-9646,-3099,1,1,0,0,Drivers,2
6192082,M,Y,Y,0,184500,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-9646,-3099,1,1,0,0,Drivers,2
6192369,M,N,N,1,202500,Commercial associate,Secondary / secondary special,Married,With parents,-9603,-238,1,0,0,0,Drivers,3
6192406,M,Y,Y,0,315000,Commercial associate,Higher education,Separated,House / apartment,-21747,-4226,1,0,0,0,Drivers,1
6192408,M,Y,N,0,315000,Commercial associate,Higher education,Separated,House / apartment,-21747,-4226,1,0,0,0,Drivers,1
6192731,F,N,Y,0,121500,State servant,Higher education,Civil marriage,House / apartment,-17100,-7365,1,0,1,0,Core staff,2
6192732,F,N,Y,0,121500,Pensioner,Higher education,Civil marriage,House / apartment,-17100,-7365,1,0,1,0,Core staff,2
6192733,F,N,Y,0,121500,State servant,Higher education,Civil marriage,House / apartment,-17100,-7365,1,0,1,0,Core staff,2
6192772,F,Y,Y,1,67500,Commercial associate,Secondary / secondary special,Married,House / apartment,-14618,-1613,1,1,1,0,Sales staff,1
6192806,M,Y,Y,0,562500,Commercial associate,Higher education,Married,House / apartment,-15184,-5114,1,0,1,0,High skill tech staff,2
6192852,M,Y,Y,2,135000,Working,Higher education,Married,House / apartment,-12111,-2100,1,0,0,1,,4
6195687,F,N,N,0,135000,Working,Higher education,Single / not married,House / apartment,-10749,-2394,1,0,0,0,Laborers,1
6195690,F,N,N,0,135000,Working,Higher education,Single / not married,House / apartment,-10749,-2394,1,0,0,0,Laborers,1
6195691,F,N,N,0,135000,Working,Higher education,Single / not married,House / apartment,-10749,-2394,1,0,0,0,Laborers,1
6195692,M,N,N,0,135000,Working,Higher education,Single / not married,House / apartment,-10749,-2394,1,0,0,0,Laborers,1
6196118,F,N,N,0,225000,Working,Secondary / secondary special,Civil marriage,House / apartment,-15981,-8420,1,0,1,0,Core staff,2
6196119,F,N,N,0,225000,Working,Secondary / secondary special,Civil marriage,House / apartment,-15981,-8420,1,0,1,0,Core staff,2
6196210,F,Y,N,1,90000,Working,Secondary / secondary special,Married,House / apartment,-11275,-1968,1,1,1,0,Sales staff,1
6203112,F,N,Y,2,99000,Commercial associate,Incomplete higher,Married,House / apartment,-10931,-1965,1,0,0,0,Sales staff,4
6203143,M,Y,Y,1,292500,Commercial associate,Higher education,Married,House / apartment,-11981,-2179,1,0,0,1,High skill tech staff,3
6203235,F,N,Y,0,135000,Working,Secondary / secondary special,Civil marriage,House / apartment,-16634,-412,1,0,1,0,Cleaning staff,2
6203307,F,N,N,0,99000,Working,Secondary / secondary special,Married,House / apartment,-12571,-2788,1,1,1,0,,2
6203327,F,Y,N,0,135000,Commercial associate,Higher education,Married,House / apartment,-13561,-1873,1,1,1,0,Drivers,2
6206781,F,N,N,1,180000,Commercial associate,Secondary / secondary special,Civil marriage,Rented apartment,-10176,-2797,1,1,1,0,Laborers,3
6206787,M,Y,Y,0,157500,Working,Secondary / secondary special,Married,House / apartment,-20823,-1943,1,0,0,0,Laborers,2
6206790,M,Y,Y,0,157500,Working,Secondary / secondary special,Married,House / apartment,-20823,-1943,1,0,0,0,Laborers,2
6206804,F,Y,Y,2,180000,Working,Secondary / secondary special,Separated,House / apartment,-12575,-1943,1,0,1,0,Sales staff,3
6206805,F,Y,Y,2,180000,Working,Secondary / secondary special,Separated,House / apartment,-12575,-1943,1,0,1,0,Sales staff,3
6206899,M,Y,Y,3,157500,Working,Secondary / secondary special,Single / not married,House / apartment,-16307,-2736,1,0,0,0,Security staff,5
6206903,M,Y,N,3,157500,Working,Secondary / secondary special,Married,House / apartment,-16307,-2736,1,0,0,0,Security staff,5
6207281,F,N,N,1,90000,Pensioner,Lower secondary,Separated,Municipal apartment,-18827,365243,1,0,0,0,,2
6207293,F,N,Y,0,112500,Pensioner,Secondary / secondary special,Married,House / apartment,-15994,-635,1,0,0,0,Cooking staff,2
6207296,F,N,Y,0,112500,Commercial associate,Secondary / secondary special,Married,House / apartment,-15994,-635,1,0,0,0,Cooking staff,2
6207409,M,N,N,0,157500,Working,Secondary / secondary special,Married,House / apartment,-16715,-1852,1,0,0,0,Low-skill Laborers,2
6207538,M,Y,Y,1,117000,Working,Secondary / secondary special,Married,House / apartment,-18689,-209,1,0,1,0,Laborers,3
6207539,M,Y,Y,1,117000,Working,Secondary / secondary special,Single / not married,House / apartment,-18689,-209,1,0,1,0,Laborers,3
6207542,M,Y,Y,1,117000,Working,Secondary / secondary special,Married,House / apartment,-18689,-209,1,0,1,0,Laborers,3
6207545,M,Y,Y,1,117000,Working,Secondary / secondary special,Married,House / apartment,-18689,-209,1,0,1,0,Laborers,3
6207546,M,Y,Y,1,117000,Working,Secondary / secondary special,Married,House / apartment,-18689,-209,1,0,1,0,Laborers,3
6208329,M,Y,Y,1,337545,Working,Secondary / secondary special,Married,House / apartment,-10717,-1781,1,0,1,0,,3
6208332,M,Y,N,1,337545,Working,Secondary / secondary special,Married,House / apartment,-10717,-1781,1,0,1,0,,3
6208342,F,Y,Y,0,252000,Commercial associate,Higher education,Single / not married,House / apartment,-19161,-5188,1,0,0,0,,2
6208343,M,Y,Y,0,252000,Commercial associate,Higher education,Married,House / apartment,-19161,-5188,1,0,0,0,,2
6208539,M,N,Y,1,675000,State servant,Higher education,Single / not married,With parents,-14859,-3393,1,0,0,0,Core staff,2
6208711,F,N,Y,1,180000,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-12001,-3211,1,0,0,0,Laborers,3
6208766,F,N,Y,0,130500,Working,Secondary / secondary special,Single / not married,House / apartment,-20211,-1050,1,1,1,0,Sales staff,1
6208803,M,N,Y,0,247500,Working,Incomplete higher,Married,House / apartment,-15532,-774,1,0,0,1,Laborers,2
6208805,M,N,Y,0,247500,Working,Incomplete higher,Married,House / apartment,-15532,-774,1,0,0,1,Laborers,2
6209093,M,N,Y,1,135000,Working,Secondary / secondary special,Married,House / apartment,-10574,-259,1,0,0,0,High skill tech staff,3
6209232,M,Y,Y,0,252000,Working,Secondary / secondary special,Married,House / apartment,-17933,-3082,1,0,0,0,Drivers,2
6209335,F,N,N,0,135000,Working,Secondary / secondary special,Widow,House / apartment,-18802,-2687,1,0,0,0,Laborers,1
6209341,M,Y,N,2,112500,Working,Incomplete higher,Married,House / apartment,-15505,-3813,1,0,0,0,Managers,4
6209722,F,Y,N,1,180000,Working,Secondary / secondary special,Single / not married,House / apartment,-12667,-294,1,0,0,0,,2
6209820,F,Y,Y,0,373500,Working,Secondary / secondary special,Civil marriage,House / apartment,-20031,-2209,1,0,0,0,Laborers,2
6209821,F,Y,Y,0,373500,Working,Secondary / secondary special,Civil marriage,House / apartment,-20031,-2209,1,0,0,0,Laborers,2
6210110,M,Y,Y,0,270000,Working,Secondary / secondary special,Separated,House / apartment,-20390,-1420,1,0,1,0,Drivers,1
6210726,F,N,Y,0,270000,Working,Higher education,Married,House / apartment,-19319,-6808,1,0,0,0,Laborers,2
6210727,F,N,N,0,270000,Working,Higher education,Married,House / apartment,-19319,-6808,1,0,0,0,Laborers,2
6210824,F,N,Y,2,157500,Working,Secondary / secondary special,Separated,House / apartment,-14603,-3048,1,0,0,0,,3
6210912,F,N,Y,1,126000,Working,Secondary / secondary special,Single / not married,House / apartment,-17594,-368,1,0,0,0,Sales staff,2
6211098,M,Y,Y,0,315000,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-15974,-1130,1,0,0,0,Managers,1
6211099,M,Y,Y,0,315000,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-15974,-1130,1,0,0,0,Managers,1
6211476,F,N,Y,1,135000,Working,Secondary / secondary special,Single / not married,House / apartment,-11386,-2975,1,0,0,0,Laborers,2
6211670,F,N,N,0,135000,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,-19376,365243,1,0,1,0,,2
6211702,F,N,N,0,67500,Working,Secondary / secondary special,Widow,House / apartment,-18890,-1947,1,1,1,0,Medicine staff,1
6211703,F,N,N,0,67500,Working,Secondary / secondary special,Widow,House / apartment,-18890,-1947,1,1,1,0,Medicine staff,1
6211705,F,N,N,0,67500,Working,Secondary / secondary special,Widow,House / apartment,-18890,-1947,1,1,1,0,Medicine staff,1
6211708,F,N,N,0,67500,Working,Secondary / secondary special,Widow,House / apartment,-18890,-1947,1,1,1,0,Medicine staff,1
6211967,M,Y,Y,2,270000,Working,Secondary / secondary special,Single / not married,House / apartment,-13644,-2648,1,0,0,0,Drivers,4
6212036,F,N,Y,0,202500,Working,Secondary / secondary special,Widow,House / apartment,-19091,-1035,1,0,0,0,Cooking staff,1
6212171,F,Y,Y,1,225000,Commercial associate,Secondary / secondary special,Separated,House / apartment,-16733,-2343,1,1,1,0,Private service staff,2
6212175,F,Y,Y,1,225000,Commercial associate,Secondary / secondary special,Separated,House / apartment,-16733,-2343,1,1,1,0,Private service staff,2
6212550,M,N,Y,2,360000,State servant,Secondary / secondary special,Married,House / apartment,-11234,-3135,1,0,0,0,High skill tech staff,4
6212551,M,N,Y,2,360000,State servant,Secondary / secondary special,Married,House / apartment,-11234,-3135,1,0,0,0,High skill tech staff,4
6212552,M,N,Y,2,360000,State servant,Secondary / secondary special,Single / not married,House / apartment,-11234,-3135,1,0,0,0,High skill tech staff,4
6212784,M,N,Y,1,135000,Working,Secondary / secondary special,Married,House / apartment,-11457,-2951,1,0,0,0,Core staff,3
6212962,M,Y,Y,0,292500,Working,Higher education,Married,House / apartment,-21055,-808,1,0,0,0,Drivers,2
6213032,M,Y,Y,1,135000,Working,Lower secondary,Civil marriage,House / apartment,-14213,-566,1,0,1,0,Laborers,1
6213169,M,Y,Y,3,675000,Working,Higher education,Single / not married,House / apartment,-10922,-474,1,1,0,0,Managers,5
6213174,M,Y,Y,3,675000,Working,Higher education,Married,House / apartment,-10922,-474,1,1,0,0,Managers,5
6213504,M,N,Y,0,450000,Commercial associate,Higher education,Single / not married,House / apartment,-11961,-269,1,1,1,1,,1
6213508,M,N,Y,0,450000,Commercial associate,Higher education,Single / not married,House / apartment,-11961,-269,1,1,1,1,,1
6213509,M,N,Y,0,450000,Commercial associate,Higher education,Single / not married,House / apartment,-11961,-269,1,1,1,1,,1
6220712,M,Y,N,0,112500,Commercial associate,Secondary / secondary special,Married,House / apartment,-13030,-3527,1,0,1,0,,2
6220780,F,N,Y,0,135000,Commercial associate,Incomplete higher,Single / not married,Rented apartment,-10085,-210,1,0,1,1,Core staff,1
6221066,M,Y,Y,0,180000,Working,Secondary / secondary special,Married,House / apartment,-17428,-5294,1,1,1,0,,2
6221401,F,N,Y,0,202500,Pensioner,Secondary / secondary special,Widow,House / apartment,-22738,365243,1,0,0,0,,1
6221646,F,N,Y,0,360000,Pensioner,Secondary / secondary special,Separated,House / apartment,-23032,365243,1,0,0,0,,1
6222826,F,N,N,0,270000,Working,Secondary / secondary special,Married,House / apartment,-18782,-925,1,0,0,0,Core staff,2
6222838,F,N,N,2,112500,State servant,Higher education,Single / not married,House / apartment,-11604,-2721,1,0,0,1,Core staff,4
6222950,F,N,Y,1,180000,Working,Secondary / secondary special,Married,House / apartment,-19761,-3390,1,0,0,1,Accountants,3
6223095,M,Y,N,1,540000,Working,Higher education,Single / not married,Municipal apartment,-18229,-4984,1,0,1,0,Managers,3
6223097,M,Y,N,1,540000,Working,Higher education,Married,Municipal apartment,-18229,-4984,1,0,1,0,Managers,3
6223098,M,Y,N,1,540000,Working,Higher education,Married,Municipal apartment,-18229,-4984,1,0,1,0,Managers,1
